1013.57,75.7533
1010.97,75.6575
1008.07,76.0031
1004.85,76.5733
1001.27,77.3086
997.289,78.137
992.863,78.8929
987.947,79.377
982.49,79.7906
976.436,80.68260000000001
969.724,82.48649999999999
962.289,84.5718
954.06,86.822
944.961,89.0859
934.911,90.6652
923.827,88.8282
911.617,87.5047
898.19,87.1884
883.451,87.5347
867.306,88.0253
849.66,88.1101
830.425,87.9845
809.52,87.5438
786.877,86.65429999999999
762.442,85.96549999999999
736.189,86.506
708.117,83.8211
678.264,75.4221
646.712,63.4332
613.591,54.651
579.089,27.604
543.452,19.675
506.982,18.1225
470.035,21.707
433.008,29.796899999999997
396.325,36.3883
360.414,52.7091
325.686,37.4977
292.51,43.1711
261.197,51.385999999999996
231.981,60.3562
205.017,69.5097
180.379,79.9218
158.069,85.8201
138.027,39.675399999999996
120.148,34.9781
104.294,33.1176
90.3066,32.760099999999994
78.0194,32.5691
67.2642,29.527199999999997
57.8784,21.8282
49.7083,14.5798
42.6115,9.58251
36.4584,6.25038
31.1321,4.03822
26.5278,2.6191
22.5531,1.66848
19.1261,1.0700100000000001
16.1749,0.677504
13.6366,0.42622099999999996
11.4564,0.334747
9.58636,0.27965799999999996
7.98489,0.23293699999999998
6.61586,0.192996
5.44793,0.158923
4.45395,0.12992399999999998
3.61043,0.105315
2.89705,0.08450279999999999
2.29629,0.0669762
1.79304,0.0522942
1.3743,0.0400777
1.02892,0.030001399999999998
0.747373,0.0217876
0.521572,0.0152001
0.344671,0.010039099999999999
0.210889,0.00613611
0.11525,0.00334592
0.053049,0.00153125
0.014857,0.000417034
