pressures,wsm6,kessler,thompson,morrison
1005.1884375,0.21509386188382792,0.21421317509187104,0.20827951567817266,0.21187540495012333
991.4259375,0.21421369196645607,0.21453875183759835,0.2079810319787705,0.21196291277501433
977.66734375,0.20921471056108837,0.2074711279099398,0.20270987046051459,0.20658173696584528
950.171875,0.1924272081425061,0.18915513334304787,0.1861565945901834,0.18909682538334513
936.43796875,0.2234892918913266,0.21947344879778755,0.21674838678450367,0.21975986551053248
908.982734375,0.19895821282639467,0.21854591117042824,0.2157263886243978,0.22768563144042486
881.590625,0.18120420229691087,0.2229258837864687,0.20040787160488727,0.2313319352977005
854.294375,0.18092240402636264,0.224112369361934,0.19358817892968858,0.22581495559982448
799.784140625,0.0965632737550482,0.12984593732648272,0.1032438948009061,0.13009680609715438
731.74984375,0.04348818833842007,0.0705163669356739,0.05502937683335464,0.0726719861379536
650.238984375,0.025400816450585624,0.04672554040811538,0.03535633003833168,0.04459008979428511
568.8234375,0.024968735761924835,0.03483939393681345,0.026304876044160926,0.029443616735432908
487.451953125,0.01724172225860473,0.017662816095846405,0.016839338556903033,0.015584553751119392
406.0940625,0.00649312867299008,0.0045955730744014385,0.0049760553452027284,0.003988786436773338
351.857265625,0.0016397286760221517,0.0015388330219077435,0.0020945425647484793,0.0011619896700584826
297.620546875,0.00019374005831932718,0.0008478989188289791,0.0009066336682845902,0.0005049904688680032
243.38390625,0.00035240803600529783,0.000820317319216876,0.0007134395610459942,0.00040131143670045906
202.7066796875,0.00042380145921940465,0.0007434805909035886,0.0005002506135219304,0.00045712834926920997
