pressures,ysu,mynn2,acm2,gbm
1006.26125,0.21768448124004983,0.16407400326838606,0.20563044832515656,0.1616355632915263
992.50953125,0.21720477799341675,0.16276936784502566,0.20581257831121938,0.1621740584024475
978.759765625,0.21418979460646256,0.15809098653736692,0.20492317289697404,0.16152211972534675
951.272890625,0.2047929817860546,0.209231021207722,0.18605360199194657,0.18645441060686754
937.543828125,0.24020840977971022,0.2671680956422142,0.19332672776719526,0.21790060966392447
910.108125,0.27594487471780715,0.27153101259788687,0.22025773366285936,0.2487854433757713
882.70015625,0.2688123577357289,0.25371447557078464,0.25819352124971306,0.23147213740888595
855.32796875,0.2394127882785675,0.2213068346512199,0.36218959155834113,0.21543504471595445
800.660625,0.16694304280937206,0.12793019742473963,0.42610069772138864,0.10077827450349568
732.462734375,0.09212772468100616,0.0860154205985493,0.30273781048792847,0.0759929721230041
650.7010546875,0.13817003858852944,0.1088201640658639,0.16269264543256665,0.10178293369993087
569.06625,0.1293653681318084,0.11171914399227463,0.19823572297269118,0.09959115443364845
487.594296875,0.050366239085571474,0.01951516353113216,0.08600596866409202,0.033798559476860834
406.18734375,0.012268503705528901,0.014679059462162497,-0.04526972056446094,0.015034127926905188
351.9203515625,0.013453232408806918,0.010308652325081458,0.005314907458094145,0.011176996051001838
297.66205078125,0.008743847627740348,0.0041052919104128845,0.013604359424036637,0.004607116451234401
243.41373046875,0.003132504956701529,0.0013947036510319148,0.004816402977714755,0.0015115963291832603
202.7306640625,0.001046534637011266,0.00039315945062873525,0.001579799516090606,0.00048069084147828693
