333.3795166015625,1099
p1,p2,p3,p4,ysu,mynn2,acm2,gbm
1006.68953125,1006.71796875,1006.53875,1006.7946875,359.71474941913254,360.66077305544536,356.3664752799229,359.7208847714064
992.962734375,992.990625,992.8190625,993.064375,356.1882652906343,357.01867751638827,352.91371093836324,356.14559501607505
979.23625,979.263515625,979.10015625,979.33453125,352.816607897756,353.616180230618,349.6838699372545,352.7827599086952
965.5096875,965.536171875,965.38171875,965.60484375,349.6167828125227,350.37312025051,346.6316669404763,349.57231297029017
951.783125,951.80859375,951.66359375,951.87546875,346.52865206285674,347.2683543380173,343.7345262991259,346.4974983040559
938.0565625,938.081171875,937.94609375,938.146328125,343.6443312367329,344.31096548601715,340.91467563602174,343.5899574567192
924.33,924.35421875,924.22921875,924.4178125,340.87987335215536,341.51314443411076,338.2936066894308,340.8224118679636
910.6034375,910.6284375,910.51375,910.69171875,338.2541036142193,338.90334174436526,335.81201148648205,338.2516446746792
896.8796875,896.90609375,896.8,896.97078125,335.8129738822271,336.5554149963107,333.45939916345526,335.9703923216809
883.16375,883.19171875,883.090625,883.2584375,334.28996328731796,335.05493561671085,331.6464250889348,334.5478334144543
869.459765625,869.4890625,869.394296875,869.55734375,334.252399470351,334.4627243312703,332.07465337782673,334.5283250117046
855.766484375,855.79578125,855.710546875,855.86515625,334.0929853661597,333.87713945142207,331.97823166861104,334.2269471413416
842.079609375,842.1084375,842.031875,842.1790625,333.9014027976158,333.63399598578735,331.69066867676503,334.0438990319158
828.397578125,828.42703125,828.358046875,828.498515625,333.6988421034877,333.5140702227254,331.4215641390392,333.82408444665896
814.7203125,814.75078125,814.6890625,814.82296875,333.4252149211017,333.33989563064097,331.1610739659791,333.54396382835176
801.0478125,801.079765625,801.024765625,801.1521875,333.13989757441055,333.10963146226925,330.9053430099705,333.25558062660997
787.380078125,787.41375,787.3653125,787.48625,332.86480787953883,332.84584965215487,330.65722877958393,332.98497729369774
773.717109375,773.75265625,773.71046875,773.8253125,332.60264857381287,332.56625862257096,330.416390191509,332.72864794297345
760.05875,760.09625,760.060234375,760.169140625,332.3496672928191,332.2845446026213,330.17447352477507,332.4824822189118
746.40515625,746.44453125,746.41453125,746.5178125,332.1015553578825,332.0024686358321,329.939027591412,332.24726468099163
732.75609375,732.7975,732.773359375,732.8709375,331.85806874176797,331.73406053704565,329.7086952941136,332.0140199905588
719.1115625,719.155,719.136484375,719.22828125,331.62749021539105,331.496570286876,329.4793586198865,331.7804407714896
705.471484375,705.517265625,705.50390625,705.589921875,331.4335919277934,331.3243065950872,329.25809885686584,331.58149843652575
691.836015625,691.8840625,691.875703125,691.955859375,331.31436741593467,331.25988365189806,329.01262946442176,331.4097692434669
678.20515625,678.255234375,678.2515625,678.32609375,331.0845436778584,331.0493912191515,328.8158177272455,331.1815136662939
664.578515625,664.63046875,664.631328125,664.70015625,330.9067434740931,330.84786825606415,328.63444238404776,330.9990527047617
650.95609375,651.0096875,651.01453125,651.077890625,330.7720562580953,330.69392788333977,328.4892739496904,330.85708384124644
637.337734375,637.3928125,637.3997265625,637.4584375,330.7005290217324,330.64079145535175,328.45091376184604,330.75435508051453
623.72328125,623.7783203125,623.78375,623.84046875,330.7189165382727,330.70511804090245,328.56626072753266,330.66095778553705
610.109296875,610.1608984375,610.168046875,610.22359375,331.0270687536227,331.1735870767956,328.2013264065606,330.8804182777929
596.495859375,596.54328125,596.5553125,596.609453125,330.4851524562036,330.66071115186156,328.10599596659785,330.3792758805094
582.8857421875,582.930703125,582.94515625,582.99875,330.4321416176266,330.56235158680187,327.9430305978083,330.314444848222
569.27796875,569.3215625,569.337890625,569.3909765625,330.3191040187689,330.4869311943932,327.79601111141807,330.2037369787189
555.672734375,555.715546875,555.73390625,555.7862890625,330.181287969981,330.3326641789414,327.6641897026936,330.06198198102743
542.07,542.1120703125,542.13359375,542.184609375,330.0920341271534,330.24955550162565,327.54105538983737,329.97239868044767
528.47046875,528.5113671875,528.5364453125,528.585625,330.01150171215255,330.1692649209043,327.43544090282467,329.8845899205508
514.8746875,514.913671875,514.941796875,514.9894921875,329.9361591892049,330.0924584362175,327.3547248834939,329.8065116298295
501.2821484375,501.31859375,501.349609375,501.396015625,329.86447292123387,330.0162392361836,327.269042725306,329.7273474006587
487.6925390625,487.7260546875,487.759921875,487.804921875,329.7843893735368,329.9310989437501,327.1891338478749,329.6405822037961
474.105390625,474.13609375,474.172421875,474.216171875,329.6809168114351,329.8418184259383,327.13113608653055,329.5434124637018
460.5203515625,460.5483984375,460.587109375,460.629765625,329.59461730007587,329.7798027772323,327.06980390887014,329.46564063534436
446.9373828125,446.96296875,447.003984375,447.0459375,329.55539875440354,329.75266838765407,327.0239271165522,329.43357584569435
433.3568359375,433.3801953125,433.423046875,433.464609375,329.55805393594585,329.7505890611988,327.000850940318,329.427738391388
419.77875,419.8,419.843984375,419.885546875,329.5681923116243,329.76473450013725,327.00087091616996,329.4310204081933
406.2028125,406.222421875,406.26703125,406.308515625,329.57478500306445,329.7806759342941,327.01030102387534,329.4341031890322
392.628828125,392.6473046875,392.692265625,392.73328125,329.58262705724525,329.7977968363411,327.0070721588376,329.4446089163689
379.05671875,379.0744140625,379.1193359375,379.159921875,329.5929241998403,329.8117534066117,327.0183987226572,329.45422882132016
365.486328125,365.5034375,365.5480078125,365.5883203125,329.6037667809809,329.825778497438,327.03908605082097,329.46519504981256
351.917421875,351.9340625,351.978125,352.018359375,329.61282670480387,329.83521365485547,327.0623466504696,329.47917985263064
338.35,338.36609375,338.409453125,338.44984375,329.62373613642774,329.84230995999116,327.07926065724416,329.491734210267
324.78390625,324.79935546875,324.84197265625,324.88232421875,329.63868349390054,329.8517741293097,327.09915949786125,329.50704112474233
311.21896484375,311.2336328125,311.27541015625,311.3155859375,329.6558670131125,329.85861805564554,327.11432188195624,329.52424727196995
297.65501953125,297.6688671875,297.70966796875,297.7494921875,329.6718068632064,329.85301940519594,327.1227393703591,329.54202020459854
284.09193359375,284.10498046875,284.14462890625,284.18390625,329.6805918518399,329.8339144718284,327.1316664717213,329.55433186919356
270.5295703125,270.5418359375,270.58015625,270.6187109375,329.6793835384821,329.80632451937083,327.1376306210978,329.5577885483648
256.9677734375,256.97921875,257.01609375,257.053671875,329.6688499076751,329.7815297639262,327.14844475328294,329.55128157011404
243.40640625,243.417109375,243.4523828125,243.488671875,329.65542333071363,329.76628972374954,327.1486493233471,329.54133479570754
229.8454296875,229.855390625,229.8890234375,229.923671875,329.6472237193526,329.7633960133939,327.1582448349045,329.53559601732354
216.2846875,216.293984375,216.32583984375,216.3587109375,329.65025261894453,329.7766307658292,327.1711410809635,329.5395619226692
202.7241796875,202.73283203125,202.7628125,202.7937109375,329.66413953764516,329.8006383120436,327.18925437493203,329.5551086290338
189.163828125,189.17185546875,189.1998828125,189.22875,329.6945365482695,329.8400558220856,327.2179099830181,329.5843273002147
175.60357421875,175.611015625,175.63703125,175.6637890625,329.7345309437776,329.8832316022435,327.26973286955564,329.6235061650934
162.04337890625,162.050205078125,162.0741796875,162.098828125,329.80545641854826,329.96461260211106,327.3452910894898,329.69085425315455
148.48322265625,148.489453125,148.5113671875,148.5338671875,329.90015698024126,330.1112961492222,327.47031316858613,329.8596404925006
134.923125,134.928759765625,134.94859375,134.9689453125,331.7027545184942,332.1088038991616,329.9698215134017,331.5211835959482
121.36302734375,121.3680859375,121.3858203125,121.40404296875,343.21202947417447,343.3692342265723,342.60761919149655,343.3025452296805
107.80294921875,107.80740234375,107.82306640625,107.839130859375,366.2219049259223,366.30230935657085,366.11248298162695,366.37343798287503
94.24287109375,94.24673828125,94.26029296875,94.274228515625,392.5780777714685,392.56495442243,392.533047661708,392.5325246322585
