335.6304244995117,1671
p1,p2,p3,p4,wsm6,kessler,thompson,morrison
1006.3321875,1006.48421875,1006.7578125,1006.1640625,343.5755626966366,344.4872007113594,343.5449778430971,343.60196026227527
992.580625,992.72921875,993.00171875,992.41359375,340.8855682093853,341.7299640824142,340.85230081856093,340.91092607877687
978.83078125,978.97625,979.2478125,978.665,338.50193583517404,339.26357821613203,338.4765816928078,338.53526977994477
965.08265625,965.224921875,965.4946875,964.91875,336.58229773581525,337.13985570291004,336.54562520284725,336.61150923266536
951.34265625,951.4796875,951.7459375,951.18140625,336.22518333835734,336.71458750568104,336.20745000890537,336.253839601159
937.612734375,937.74546875,938.0075,937.45390625,335.7686489164334,336.2035585046712,335.7611257070595,335.81481025125385
923.88953125,924.019921875,924.2784375,923.73265625,335.15106002271796,335.5034776724403,335.14285478998966,335.21469699471174
910.1740625,910.301875,910.557265625,910.02015625,334.5505568003832,334.90413106796706,334.54439968494586,334.615439778789
896.465859375,896.59140625,896.843203125,896.318515625,333.97548088373077,334.36298731770273,333.98433890477384,334.0600667768232
882.76453125,882.8875,883.136328125,882.62609375,333.4313386247603,333.81190834221576,333.45791323650263,333.5385681875112
869.0709375,869.1903125,869.436875,868.94015625,332.8698672213224,333.2440671226246,332.90626230873477,332.9964024375254
855.38640625,855.499921875,855.74421875,855.26140625,332.30590930461847,332.676905238172,332.3363659903645,332.4293735366792
841.7096875,841.81578125,842.05875,841.59015625,331.7439056585203,332.1260756955184,331.77501664806096,331.87225924874423
828.03859375,828.137109375,828.38,827.925625,331.2144770886521,331.61177837956467,331.23555128370725,331.34494676889227
814.373125,814.46453125,814.7065625,814.2659375,330.71257819066295,331.1500973367392,330.7455970532811,330.8663270098073
800.7140625,800.799375,801.03796875,800.61,330.31329220554744,330.77102460936914,330.364923569766,330.5120291925268
787.0621875,787.139296875,787.376328125,786.959453125,330.17845088048415,330.60374479666655,330.2528566409397,330.44374846684735
773.41734375,773.4871875,773.72296875,773.3175,330.30844017316093,330.6870443639672,330.4257393623632,330.628323265829
759.77859375,759.844453125,760.07640625,759.683046875,330.22133963756585,330.66242611259,330.3397765516899,330.4997009114583
746.14390625,746.20578125,746.434453125,746.0515625,329.5698888268106,330.1595219694599,329.6883040228931,329.83452765782226
732.5115625,732.56953125,732.795,732.42109375,328.8100766305874,329.502732172857,328.9166663980021,329.0669731729845
718.88078125,718.934921875,719.1571875,718.79203125,328.2068176498275,328.928304101691,328.2968871993215,328.4587641419411
705.25125,705.30171875,705.5209375,705.164296875,328.08548482148365,328.6470755612703,328.1481358403293,328.3134584141816
691.623046875,691.6696875,691.886171875,691.53765625,328.381587217639,328.7569973731079,328.44413295362506,328.59723168821563
677.9965625,678.03859375,678.25234375,677.9121875,328.69622890889815,328.94443452598233,328.7628475600874,328.90360289929197
664.3721875,664.408125,664.619453125,664.288828125,328.9036869481942,329.0938311993754,328.9729473594386,329.09783784885656
650.7509765625,650.7792578125,650.988359375,650.66875,328.9520771323747,329.1296444315196,329.02137970153217,329.1339206218708
637.133515625,637.153515625,637.3603125,637.052890625,328.9371671015291,329.1610366130373,329.0122549986363,329.11441257053724
623.520234375,623.53203125,623.73640625,623.441484375,328.92290654201645,329.19196902330947,328.9978680194764,329.0913530992538
609.91109375,609.91515625,610.1171875,609.834453125,328.9584567853191,329.267371965584,329.0312379796031,329.11366068937343
596.30609375,596.302734375,596.502578125,596.231640625,329.0319621239922,329.3731945251417,329.10134505623347,329.1733869015822
