334.9297866821289,1786
p1,p2,p3,p4,wsm6,kessler,thompson,morrison
1005.613046875,1005.8315625,1005.829140625,1005.36109375,365.1504018206107,364.97534351954585,365.33661603989003,365.29751079136616
991.888125,992.10203125,992.10015625,991.646796875,361.3236260278344,361.1670240606031,361.5011307895516,361.4663365085276
978.1634375,978.37265625,978.37171875,977.933125,357.70887866080653,357.5574532203436,357.87692847647355,357.8413927931736
964.438671875,964.643125,964.6434375,964.219375,354.26075784249775,354.12222289899324,354.42199999763227,354.3896036277481
950.713828125,950.91359375,950.91546875,950.5059375,350.9901523329909,350.85258912894574,351.1427918301179,351.11024727396983
936.988984375,937.18421875,937.1878125,936.79296875,347.8861893978176,347.7458730391779,348.0327810166058,348.000347877236
923.264140625,923.455,923.460625,923.08109375,344.95638809793064,344.81155629437944,345.1003243724474,345.0625866576588
909.539375,909.72625,909.734140625,909.37140625,342.2308327954734,342.0710519964369,342.38276317553925,342.33915047104654
895.81390625,895.9984375,896.00859375,895.66671875,339.81925397996594,339.63489995802024,339.99551844347013,339.93894586873483
882.0984375,882.2740625,882.2846875,881.974375,338.03988589581735,337.82670461957775,338.23941798425227,338.2083726708343
868.42125,868.5609375,868.5653125,868.31140625,337.35364253235053,337.1626266489683,337.505223238478,337.55684125190294
854.7865625,854.87125,854.865390625,854.680859375,337.8245509165964,337.76085678199286,337.7856740037341,337.91479819019975
841.16984375,841.19859375,841.21765625,841.06578125,338.3867087963251,338.2925383877014,338.332236069008,338.4006001629007
827.556875,827.558359375,827.6075,827.455078125,337.61819706202846,337.4877205182249,337.7412860721613,337.6794459975071
813.94453125,813.94859375,813.9984375,813.84546875,336.53868081887856,336.4257948667413,336.67340356356965,336.5921003471547
800.333125,800.33796875,800.389375,800.23703125,335.60337849623,335.54264260417017,335.7084401684125,335.6204655239996
786.722578125,786.72640625,786.78109375,786.63015625,334.82266507292627,334.8046590999642,334.91396665692787,334.8054137958036
773.113125,773.11546875,773.17390625,773.025078125,334.0681302141927,334.08453441892783,334.16194089398215,334.0295366340726
759.505,759.506015625,759.56796875,759.421640625,333.3071719748087,333.3489877358191,333.405045738567,333.2540723839426
745.8984375,745.89859375,745.96328125,745.81984375,332.5485596766967,332.6141135721622,332.650212897233,332.4848058538415
732.29359375,732.2934375,732.359765625,732.219453125,331.80462424874264,331.8931786451335,331.91118983400276,331.73595285418037
718.69046875,718.6903125,718.7575,718.62046875,331.07704429168723,331.19298907064695,331.1899912208351,331.0066003430764
705.0890625,705.088984375,705.156484375,705.02296875,330.3777860763159,330.5224271074592,330.49298394181864,330.30692816376916
691.4896875,691.48921875,691.556796875,691.426875,329.70418406789133,329.8811790042392,329.82294466772584,329.63566395772955
677.89203125,677.89078125,677.958359375,677.8321875,329.055694516914,329.26679354765355,329.1754362551265,328.99225656038016
664.29625,664.29375,664.36109375,664.23875,328.4355521616104,328.6805695184271,328.5530588058004,328.3765294665156
650.7021875,650.69796875,650.76515625,650.64671875,327.8414566738564,328.1206811049128,327.9573502750228,327.78818856416314
637.10953125,637.103515625,637.170390625,637.0559375,327.28079715217524,327.5912832933543,327.3923279185566,327.2298141615861
623.5181640625,623.5103125,623.5769140625,623.46640625,326.7528623425996,327.09365601769133,326.85687146835534,326.7051861485208
609.927890625,609.9184375,609.984765625,609.878203125,326.2588306342894,326.6268643802262,326.35480963270516,326.2120631085212
596.338515625,596.3277734375,596.39390625,596.2912890625,325.7977033092104,326.1863544829237,325.8852351945238,325.7508443970756
582.7500390625,582.7383984375,582.804453125,582.7057421875,325.3701522443877,325.7750894203831,325.45223835410803,325.321777767355
569.162421875,569.150234375,569.21640625,569.1215625,324.97684145134156,325.38965314959745,325.05459675506467,324.9241625952584
555.575859375,555.563359375,555.6297265625,555.53890625,324.6180646481131,325.03319265381083,324.69843358347157,324.5620401376872
541.99046875,541.977734375,542.044375,541.957578125,324.2991277271974,324.70455141823265,324.3843549049269,324.2374240624714
528.4063671875,528.393359375,528.460234375,528.3775,324.02188249707683,324.4060469409731,324.1115775224018,323.9546314683624
514.8237890625,514.8102734375,514.8772265625,514.7984375,323.7906220761136,324.140044077994,323.88707013108336,323.715102335721
501.2428125,501.2284375,501.295390625,501.22015625,323.6136048561184,323.90967157823883,323.71581034614553,323.5234374537464
487.6633203125,487.647734375,487.714765625,487.642421875,323.49756063576245,323.71341196431166,323.6031133293053,323.3795896376086
474.0851171875,474.06796875,474.13546875,474.0652734375,323.4453238776894,323.54162460641203,323.54995069417436,323.2851702692231
460.5078125,460.4889453125,460.5575,460.48875,323.4589840994314,323.385812393566,323.55204609389716,323.249962761646
446.9309375,446.91078125,446.9809375,446.9131640625,323.54008426544596,323.2583225415575,323.60678528604717,323.2862117121065
433.354375,433.33375,433.405859375,433.33890625,323.7076921676948,323.22956966818,323.7150610806298,323.39600655166583
419.77921875,419.758203125,419.832265625,419.766171875,323.99519494159375,323.4926278644019,323.9731023568489,323.6675553999191
406.206328125,406.184296875,406.260234375,406.195,324.3185141759836,323.8969782737036,324.2971054353774,323.99942838886915
392.635234375,392.612109375,392.6894921875,392.625390625,324.6479455978672,324.3243795547604,324.63291313940243,324.34369785814573
379.065625,379.0416796875,379.11984375,379.05703125,324.98160060591323,324.73563392333625,324.9660268537257,324.69203297933416
365.497421875,365.4728125,365.5510546875,365.489921875,325.3261755004471,325.13276178920137,325.3050851362319,325.04924125164956
351.9303125,351.9053125,351.983046875,351.923828125,325.68476962814344,325.53179527608535,325.65690857859704,325.4237758498174
338.36421875,338.3390234375,338.41578125,338.35859375,326.06191247983196,325.9431317498753,326.0279990929983,325.8179217295402
324.7991015625,324.7737890625,324.8492578125,324.7942578125,326.45828324235873,326.3734238238025,326.4249840554609,326.2339422131404
311.23482421875,311.209453125,311.283359375,311.2305859375,326.87787821098266,326.826948691164,326.851771133948,326.67521610960273
297.67123046875,297.6459375,297.718046875,297.6675,327.3207651066511,327.3074328099065,327.3160239227009,327.1409294010774
284.108203125,284.083125,284.15322265625,284.1048828125,327.7922412186217,327.8198435379682,327.80970821973074,327.63038859067365
270.5456640625,270.5209765625,270.5887890625,270.54265625,328.29665242576993,328.3640779577167,328.32822586265024,328.14698985845473
256.9834765625,256.9593359375,257.0246484375,256.9807421875,328.83823624165655,328.94680128440297,328.8748363041188,328.6976046063778
243.421640625,243.398203125,243.4607421875,243.4191015625,329.42049194878666,329.56881709301916,329.4548914145773,329.28561724781696
229.860078125,229.83748046875,229.8970703125,229.857734375,330.0446884747395,330.23335843331694,330.0763905740434,329.9171948255027
216.29875,216.2770703125,216.3335546875,216.2965234375,330.71331774846163,330.94172194241986,330.73935323571556,330.5971323715948
