334.03426361083984,1099
p1,p2,p3,p4,wsm6,kessler,thompson,morrison
705.543984375,705.6690625,705.525546875,705.49765625,331.4277046770733,331.5087642928279,331.4788605921888,331.47323329266584
691.90765625,692.0328125,691.891484375,691.86171875,331.30606808176367,331.35014959083355,331.34679158996806,331.340005712544
678.275859375,678.400625,678.261875,678.23015625,331.0737644614579,331.1079366925521,331.10802968361816,331.10287533943415
664.648125,664.7721875,664.63609375,664.60296875,330.8985427783782,330.9368954844282,330.9357644314621,330.9259287623663
651.02453125,651.147421875,651.0139453125,650.979921875,330.7625478466296,330.80319311550215,330.7974208244459,330.7902933647358
637.405,637.525859375,637.395,637.3609765625,330.6895184468057,330.72338105973927,330.72108310688486,330.7178483738908
623.78890625,623.906953125,623.77859375,623.7459375,330.7056784368734,330.7147516966632,330.72066014605934,330.7259257215408
610.17109375,610.289921875,610.16375,610.131484375,331.0105925370183,330.9756904897775,330.99796631408833,331.0364805777354
596.553515625,596.675234375,596.5512109375,596.518046875,330.48555410982874,330.4382506708554,330.4664589753825,330.48136187147384
582.9407421875,583.0637109375,582.941953125,582.90796875,330.4187341263871,330.38432662941955,330.4150582923919,330.4252690379028
569.3305859375,569.45515625,569.335703125,569.300859375,330.30169066818337,330.26299530174003,330.29431925597316,330.3117389068478
555.723671875,555.849765625,555.732734375,555.6970703125,330.1562211644848,330.13078934177355,330.1565464098649,330.16915121017325
542.1203515625,542.2475390625,542.1328125,542.095859375,330.07143939998355,330.0378681171515,330.0647060539554,330.0787893262824
528.52,528.6483984375,528.53578125,528.49734375,329.98946789561825,329.94844619631084,329.97602010807725,329.9872935431372
514.9223046875,515.0523046875,514.941484375,514.9016796875,329.9223437048035,329.86209715965487,329.8917488305548,329.9011349207604
501.3271484375,501.459140625,501.34984375,501.30859375,329.8502888006722,329.79138064936666,329.8130476819352,329.82797324199527
487.73453125,487.868828125,487.760625,487.7177734375,329.77309074692965,329.73093291908657,329.74091667248933,329.76094662029595
474.1441796875,474.281171875,474.173671875,474.1291796875,329.6747641091837,329.68105454354696,329.66765648551774,329.70088744599883
460.5559375,460.696015625,460.5891015625,460.54296875,329.58959936292206,329.64158823170675,329.60997512391776,329.6451807866973
446.970078125,447.113203125,447.006875,446.95921875,329.5540449650853,329.6125654478682,329.5708594115752,329.6076227086625
433.3866796875,433.532578125,433.4270703125,433.377734375,329.54791761873446,329.58813549144344,329.5466943667643,329.5866515981455
419.8059375,419.9539453125,419.8496484375,419.7984375,329.5552904636782,329.574174164807,329.53846915926516,329.5772922092559
406.227890625,406.3771875,406.27453125,406.22125,329.56508229463344,329.56690621361906,329.537951252172,329.57706612115214
392.6523046875,392.8021875,392.701484375,392.646015625,329.5701572868065,329.56540441854946,329.545085075095,329.58500505836423
379.07921875,379.22875,379.1302734375,379.072734375,329.581240504844,329.55897358278156,329.5574489469565,329.59952498137744
365.5084375,365.6566015625,365.5607421875,365.50140625,329.5963234139977,329.5542285024161,329.5738751933992,329.6148430447569
351.9395703125,352.08546875,351.9926171875,351.9318359375,329.60593142341236,329.5698362910783,329.58557202804946,329.6241849547775
338.372265625,338.515234375,338.425625,338.36375,329.615277085667,329.6247188114016,329.59522217910046,329.6309842282796
324.80625,324.945859375,324.8595703125,324.79703125,329.63009196782593,329.6990726415689,329.60887127716677,329.64581636602776
311.2412109375,311.3771875,311.29416015625,311.2315234375,329.64634755738365,329.7142960260196,329.6266979552231,329.66659204560364
297.676953125,297.808828125,297.72927734375,297.6669921875,329.6628145614115,329.6241092665327,329.6413806985325,329.68331024631334
284.113359375,284.24052734375,284.1648046875,284.1033203125,329.6687958060067,329.4658353638392,329.6475289784972,329.6908942811393
270.5503125,270.672265625,270.6005859375,270.54033203125,329.67047244197596,329.40100592114163,329.6428232513966,329.6826556769207
256.9876953125,257.1039453125,257.0364453125,256.977890625,329.66015697708576,329.45257309025664,329.62885207641466,329.66061262444543
243.42537109375,243.5355859375,243.47236328125,243.4158984375,329.64918791818985,329.49687444204216,329.61319848930907,329.6383842034444
229.863359375,229.96728515625,229.90830078125,229.85427734375,329.6411167899541,329.53490515948135,329.6039689331239,329.6267416700144
216.3015625,216.39896484375,216.34423828125,216.292890625,329.64370739917473,329.5720186180001,329.6065175735336,329.6314680647261
202.74,202.83064453125,202.78017578125,202.73162109375,329.6558544708683,329.6083438016816,329.62096747862006,329.6537581699448
189.1785546875,189.26232421875,189.21611328125,189.1704296875,329.67640966896323,329.6464118223002,329.65284908241756,329.6897127894466
175.6172265625,175.69400390625,175.6520703125,175.6092578125,329.71319362059984,329.6867492078595,329.6956087442389,329.73460580506554
162.05595703125,162.125654296875,162.08802734375,162.048193359375,329.78180187727537,329.75806388802437,329.76619351554086,329.8114575082846
148.49470703125,148.5573046875,148.52400390625,148.48736328125,329.8948968589036,329.8620819525861,329.86073414510764,329.9113887658034
134.933515625,134.98896484375,134.96001953125,134.92677734375,331.5888864702522,331.6243037943216,331.6524129782588,331.68676646969647
121.37234375,121.4206640625,121.39603515625,121.3662890625,342.9869715786695,343.15903766526594,343.14282409082506,343.2024474036965
107.811162109375,107.85251953125,107.8320703125,107.8058203125,365.52340700063286,366.1930304904512,366.1721305621225,366.2209109575109
94.249990234375,94.28466796875,94.2680859375,94.24533203125,390.71592068469425,392.5258360953707,392.5488075489638,392.5743011490057
80.688818359375,80.717177734375,80.70412109375,80.68486328125,410.9654034399549,410.6364276276378,410.65491832209426,410.68332399205246
67.127646484375,67.15005859375,67.14015625,67.12439453125,432.78092063357377,432.737363140853,432.75525010183674,432.7842126619777
53.566435546875,53.58328125,53.576162109375,53.5639013671875,461.0693300731171,461.5793215759901,461.5964771986024,461.6261351421776
40.005234375,40.0168603515625,40.012177734375,40.00341552734375,501.270054823111,501.7701910770053,501.7891090175624,501.81987093706374
26.4440576171875,26.45076171875,26.44822265625,26.4429638671875,566.7751093684873,565.143474704521,565.1564974912617,565.1895553892601
12.88288330078125,12.88503662109375,12.88427001953125,12.88251708984375,681.0543695061011,682.2403003858184,682.301419569148,682.3453520351676
