334.03426361083984,1099
p1,p2,p3,p4,wsm6,kessler,thompson,morrison
1006.78703125,1006.92703125,1006.74609375,1006.72984375,359.81658343748165,359.80501527352095,359.81049172047926,359.74640035670626
993.05859375,993.19703125,993.01734375,993.002578125,356.2049468391371,356.2821434172587,356.3032084718827,356.2027481393625
979.3303125,979.4675,979.2890625,979.275546875,353.0293310934683,352.90686102639035,352.89499852689994,352.8575142066493
965.601953125,965.73796875,965.560703125,965.5484375,349.7516070697274,349.70273589395924,349.72235140878234,349.6297327630804
951.87359375,952.0084375,951.8325,951.82125,346.6223034498566,346.6077203454838,346.61830127887214,346.54737502219075
938.14515625,938.27921875,938.1046875,938.0940625,343.68015914577796,343.7246048368635,343.7143771296359,343.67496549421935
924.416953125,924.55046875,924.3775,924.366796875,340.8872925989325,340.95513473661714,340.9571717157355,340.89955916069454
910.6890625,910.8228125,910.6515625,910.639609375,338.27561966431716,338.3250399331628,338.3286706656823,338.26703360798496
896.9640625,897.09765625,896.928671875,896.915,335.89509871803693,335.86390260310685,335.87621493753954,335.829093890383
883.2465625,883.378125,883.21234375,883.1984375,334.3528192744661,334.3165485601124,334.343034620125,334.2942117662935
869.5409375,869.67046875,869.5075,869.49390625,334.2658688235422,334.26832871497294,334.2945964687967,334.2600690781051
855.8465625,855.973828125,855.812578125,855.79984375,334.0891642448159,334.0966345944344,334.12501714616917,334.0953441279611
842.1590625,842.28359375,842.1240625,842.1121875,333.9059045073441,333.9233642338267,333.94061458671774,333.91280026571945
828.47640625,828.599375,828.4421875,828.429375,333.70249086562495,333.73301913624186,333.74208941636317,333.71404568796663
814.7984375,814.920625,814.76609375,814.75125,333.4240320974728,333.4601554091189,333.46864079717756,333.43840269810545
801.125234375,801.246875,801.094921875,801.07796875,333.1380577509026,333.1730268559658,333.17938658896367,333.15101225362986
787.456875,787.578125,787.4284375,787.40953125,332.8641499644579,332.90307225150406,332.90529922770696,332.88096028600313
773.793125,773.91453125,773.7665625,773.745859375,332.60181892089724,332.64881703391234,332.644191608221,332.62661681416415
760.134140625,760.2559375,760.10921875,760.086953125,332.3479832802228,332.4073811623798,332.392759644739,332.37890926704347
746.47984375,746.6025,746.45640625,746.4328125,332.0973028086405,332.17387524290655,332.1469645223993,332.13762080561736
732.83,732.95375,732.808046875,732.783203125,331.86190713942,331.940577385346,331.907486794328,331.89780648503626
719.184765625,719.309375,719.164375,719.138125,331.62536281594413,331.71114778509957,331.6759997391681,331.66844018997153
