335.28563690185547,1444
p1,p2,p3,p4,ysu,mynn2,acm2,gbm
555.516875,555.504453125,555.562421875,555.698515625,329.49424235754583,330.0093429028413,331.01490939804165,329.8359892590159
541.9302734375,541.9165625,541.96734375,542.1021484375,329.7422416875338,330.2263993804622,331.2089363127671,330.0495735971046
528.3491015625,528.33375,528.3772265625,528.51078125,330.0118514516068,330.4951525595837,331.42451049302707,330.29747840251804
514.7725390625,514.7561328125,514.7925390625,514.925,330.1291573075252,330.71050970914087,331.6701518108833,330.4854068294938
501.1987890625,501.1823046875,501.2136328125,501.3446875,329.92267647984,330.570297350942,331.89133812314446,330.36254054162674
487.6268359375,487.610625,487.6391015625,487.7679296875,329.5689910687657,330.23685421984555,331.78013689547504,330.0601083805079
474.0565625,474.040390625,474.066875,474.193125,329.20563618729454,329.8400200026394,331.52519365475376,329.6992983646791
460.487890625,460.471328125,460.4962890625,460.619921875,328.8151652415182,329.42723269746205,331.22188594470265,329.31587508054946
446.919921875,446.903046875,446.9273046875,447.048359375,328.4206478223093,329.00591420410575,330.8916941423048,328.9134788555562
433.3515625,433.3351171875,433.359765625,433.4772265625,327.9458698996403,328.55835426193295,330.5348206305605,328.49903406262246
419.7828125,419.7670703125,419.793046875,419.9051953125,327.44619624669866,328.05113672805106,330.1608908583167,327.9558041788496
406.2140625,406.198984375,406.22609375,406.33265625,327.03488765030636,327.6203829740052,329.6615321915618,327.50023168419386
392.6457421875,392.631171875,392.658515625,392.7603125,326.7272248385388,327.28307508465633,329.1835316955645,327.1457678640823
379.0778125,379.0637109375,379.090546875,379.188359375,326.4939837970482,327.02996240426376,328.7995240831679,326.88048593880467
365.5103125,365.496640625,365.5228125,365.616875,326.3516408842623,326.87417312477356,328.52180414491824,326.71198504570185
351.9430859375,351.9299609375,351.955390625,352.0459375,326.33799463165275,326.85351529637006,328.35209220369615,326.67252237688916
338.37640625,338.363828125,338.3884375,338.47578125,326.47616241207174,326.9899241101285,328.31759074042475,326.7874821944411
324.810546875,324.7984765625,324.82203125,324.9065625,326.6987914097418,327.2079377201334,328.4341275719626,326.9904701560932
311.2455859375,311.2337890625,311.256328125,311.338046875,326.9683937821638,327.48313595629986,328.62978433234395,327.2450545097236
297.68138671875,297.66978515625,297.691328125,297.77017578125,327.2693107430742,327.7838559803262,328.86686473521013,327.54103882005506
284.11779296875,284.1064453125,284.1269140625,284.20283203125,327.58736370493006,328.10204363722306,329.13446259338065,327.85630606571596
270.5546875,270.543671875,270.56296875,270.6358984375,327.9363916231867,328.4450698792252,329.42812603962085,328.1950021395945
256.99197265625,256.98134765625,256.999453125,257.0692578125,328.314944046063,328.81859682648593,329.7548093923746,328.57031518890074
243.4295703125,243.419375,243.4363671875,243.5028515625,328.72275155697406,329.22327200618116,330.1148735885272,328.9677509454112
229.8674609375,229.85771484375,229.87365234375,229.9366796875,329.16346535654736,329.6663347585583,330.5151921833769,329.39751644661595
216.305546875,216.29625,216.31119140625,216.370625,329.6463235805911,330.15490002036955,330.960683060545,329.86664805945696
202.74380859375,202.734921875,202.7489453125,202.8046484375,330.214914682006,330.70926974031886,331.45678791531935,330.40933923345204
189.1821875,189.17375,189.1868359375,189.23875,330.9209045081194,331.4282438119184,332.12456096801634,331.1123311333023
175.620625,175.6126953125,175.6248828125,175.672890625,331.61160954953573,332.1524470146782,332.80010455180434,331.80215924654453
162.059091796875,162.05169921875,162.06298828125,162.107021484375,332.2074186887847,332.76416837569633,333.3741803125232,332.39645294325453
148.49759765625,148.49080078125,148.50115234375,148.5412109375,332.8289445969683,333.40069391129356,333.98116551490006,333.0325870677633
134.936162109375,134.93,134.93939453125,134.975537109375,333.79278819277135,334.4660845603681,335.0373675322561,334.10095857826235
121.37474609375,121.369228515625,121.377646484375,121.409951171875,336.01820958567004,336.99872919040206,337.63562732530454,336.6331953598787
107.81333984375,107.808466796875,107.815908203125,107.8444140625,346.28510763657863,350.91152165635594,353.9953404353964,351.53768398192665
94.25193359375,94.247685546875,94.254140625,94.27884765625,380.75951979934086,391.39770296603643,391.5229475793014,391.3948805185594
80.69046875,80.686865234375,80.69232421875,80.713232421875,409.19582216213655,411.0149032105872,410.9415411762029,410.9553744156294
67.12896484375,67.126015625,67.1304833984375,67.147587890625,433.21247635305866,432.78379450126096,432.7720494569165,432.7424516385695
53.567421875,53.565126953125,53.56859375,53.58189453125,461.03141087060476,461.58453411235115,461.57630813284584,461.54534295040827
40.0058837890625,40.004248046875,40.00671875,40.01621826171875,501.38768340342114,501.78984216928615,501.77640512546856,501.74842470601277
26.4444091796875,26.4434326171875,26.4449072265625,26.45060302734375,567.3513186147718,565.2338415141471,565.2309289032621,565.1865879232297
12.882989501953125,12.88266357421875,12.883154296875,12.88505126953125,677.5510249367125,680.5171016687075,681.8212554125214,680.3436352484212
