334.3235092163086,1852
p1,p2,p3,p4,ysu,mynn2,acm2,gbm
1005.613046875,1005.76453125,1005.870234375,1005.56453125,365.1504018206107,365.8107602841104,364.44467146981884,364.3462425889883
991.888125,992.03421875,992.151875,991.8346875,361.3236260278344,361.94078820957475,360.6459815741137,360.5416300607999
978.1634375,978.304375,978.4340625,978.105,357.70887866080653,358.31746351963966,357.0689697382376,356.9497207433471
964.438671875,964.5746875,964.716328125,964.37546875,354.26075784249775,354.84713039739813,353.6653810382433,353.53588038301933
950.713828125,950.84484375,950.99875,950.64609375,350.9901523329909,351.54210736996043,350.4316608489218,350.2982166067887
936.988984375,937.115,937.28140625,936.91703125,347.8861893978176,348.4064171442469,347.3598497740242,347.25098570886473
923.264140625,923.3846875,923.56421875,923.188203125,344.95638809793064,345.4434778827474,344.4485768331632,344.40634165516644
909.539375,909.6534375,909.847578125,909.45984375,342.2308327954734,342.75529017036223,341.70980094844543,341.8109455193765
895.81390625,895.928203125,896.13171875,895.7325,339.81925397996594,340.57510534229465,339.192386053381,339.6136872140604
882.0984375,882.216640625,882.4175,882.01203125,338.03988589581735,339.12900282771534,337.0045217392642,338.15297811540756
868.42125,868.520078125,868.708203125,868.306796875,337.35364253235053,338.3118034835615,335.4185010249546,337.6257141601831
854.7865625,854.8384375,855.00890625,854.6190625,337.8245509165964,338.028672886492,334.80586224200516,338.07792114190977
841.16984375,841.177578125,841.33453125,840.97484375,338.3867087963251,338.29680938673533,334.7508719897594,338.2475709191174
827.556875,827.54734375,827.6940625,827.368671875,337.61819706202846,338.369417057873,334.8735586176418,337.38301858932687
813.94453125,813.9384375,814.0734375,813.764375,336.53868081887856,337.710076044328,334.0783869315528,336.36265503887813
800.333125,800.333671875,800.45734375,800.1596875,335.60337849623,336.77407905361383,332.9833581477393,335.467841947133
786.722578125,786.72890625,786.84078125,786.55578125,334.82266507292627,335.87652080483315,332.0600540774294,334.6612536550095
773.113125,773.12484375,773.22421875,772.95328125,334.0681302141927,335.0298081768042,331.4104269747977,333.8651338069313
759.505,759.5221875,759.6090625,759.352109375,333.3071719748087,334.2000527148718,330.82144787281294,333.0706973044601
745.8984375,745.9209375,745.995703125,745.7525,332.5485596766967,333.3807285080263,330.2222244887143,332.2856878643074
732.29359375,732.3209375,732.384140625,732.154453125,331.80462424874264,332.5723344358865,329.61821598987365,331.51320182951656
718.69046875,718.72234375,718.77421875,718.557890625,331.07704429168723,331.77866010077395,329.0202151651457,330.7585004239815
705.0890625,705.12515625,705.165859375,704.9628125,330.3777860763159,331.002982445533,328.44331630565375,330.0219595446437
691.4896875,691.5290625,691.55921875,691.3690625,329.70418406789133,330.2460383774607,327.8861266679202,329.30784876446
677.89203125,677.934140625,677.954140625,677.77671875,329.055694516914,329.51402777953194,327.34805171153135,328.6183527061821
664.29625,664.340234375,664.350703125,664.18546875,328.4355521616104,328.80817055150794,326.8341757875283,327.9577841453066
650.7021875,650.7473046875,650.74890625,650.5952734375,327.8414566738564,328.1322729050905,326.34919596758306,327.32751641147644
637.10953125,637.155234375,637.148828125,637.0060546875,327.28079715217524,327.48712238955136,325.8960967151859,326.7303568716209
623.5181640625,623.56390625,623.550390625,623.417578125,326.7528623425996,326.87417635486025,325.4768862546207,326.1676190622875
609.927890625,609.9734375,609.95390625,609.829765625,326.2588306342894,326.295936437963,325.0869325651084,325.63834189910943
596.338515625,596.383671875,596.359296875,596.2425,325.7977033092104,325.7526214933917,324.727479677846,325.14348390937164
582.7500390625,582.7947265625,582.766640625,582.65578125,325.3701522443877,325.2440034540108,324.3983370961556,324.68364813145166
569.162421875,569.2064453125,569.176015625,569.06984375,324.97684145134156,324.7696995592973,324.1008901485047,324.2606122940933
555.575859375,555.61890625,555.5873828125,555.4849609375,324.6180646481131,324.33322277105924,323.837183516691,323.8761931065257
541.99046875,542.03203125,542.000625,541.901171875,324.2991277271974,323.93879524516336,323.6082935616266,323.5303065606593
528.4063671875,528.446015625,528.415546875,528.318515625,324.02188249707683,323.5900172948829,323.4159700127518,323.2249859996261
514.8237890625,514.861171875,514.8318359375,514.737109375,323.7906220761136,323.29079656239503,323.26020832567235,322.9641748757688
501.2428125,501.27765625,501.249375,501.1572265625,323.6136048561184,323.05214417100717,323.13847478556727,322.7586187648595
487.6633203125,487.695625,487.668046875,487.5790625,323.49756063576245,322.89818689139463,323.05555771267177,322.629992893534
474.0851171875,474.115,474.0879296875,474.0025,323.4453238776894,322.86100295390827,323.0180915954035,322.5924274082957
460.5078125,460.535625,460.5090625,460.4274609375,323.4589840994314,322.9312562432273,323.0284016921801,322.6429276962089
446.9309375,446.957578125,446.9317578125,446.853828125,323.54008426544596,323.083726377912,323.0841622565816,322.7684813374169
433.354375,433.380546875,433.35609375,433.281640625,323.7076921676948,323.3188931494086,323.21332792100145,322.97331156072113
419.77921875,419.804921875,419.782109375,419.7109375,323.99519494159375,323.6569990869911,323.46572775882134,323.28722996525244
406.206328125,406.2312109375,406.2096875,406.1416796875,324.3185141759836,324.0150157439988,323.73419641426113,323.6326562200663
392.635234375,392.659296875,392.638671875,392.57375,324.6479455978672,324.3757145556337,324.00417177314296,323.9857231446974
379.065625,379.0889453125,379.0690234375,379.00703125,324.98160060591323,324.7416777122413,324.28012922789094,324.3461525079087
365.497421875,365.52,365.500625,365.4414453125,325.3261755004471,325.11638429042506,324.5687295419425,324.71711940773537
351.9303125,351.9521875,351.933359375,351.876953125,325.68476962814344,325.50410083850653,324.874290647562,325.1023389211847
338.36421875,338.3855078125,338.367109375,338.3133984375,326.06191247983196,325.90617657580975,325.1969772001426,325.5051298541137
324.7991015625,324.819765625,324.801796875,324.75078125,326.45828324235873,326.3253049356473,325.5397614843695,325.92747695292184
311.23482421875,311.25478515625,311.2373046875,311.1889453125,326.87787821098266,326.7629681522543,325.9035868121558,326.3713609552974
297.67123046875,297.69046875,297.6735546875,297.6276953125,327.3207651066511,327.2224846650435,326.29074332441076,326.8377344954297
284.108203125,284.12666015625,284.110390625,284.06697265625,327.7922412186217,327.7059884214357,326.7048856151357,327.33040347541424
270.5456640625,270.56330078125,270.547734375,270.506640625,328.29665242576993,328.2182679058219,327.1481170444877,327.8542278906921
256.9834765625,257.0002734375,256.9854296875,256.9466015625,328.83823624165655,328.76286932149344,327.62246829416716,328.4131822524544
243.421640625,243.4375,243.42345703125,243.38685546875,329.42049194878666,329.3447900966961,328.1337024585684,329.0143864464465
229.860078125,229.87501953125,229.86177734375,229.82734375,330.0446884747395,329.9689674915701,328.6849251361662,329.65930483497965
216.29875,216.31271484375,216.30029296875,216.26796875,330.71331774846163,330.6372875819763,329.28091660808053,330.350794376038
202.73751953125,202.750546875,202.7389453125,202.7087109375,331.4298410209753,331.346892398791,329.9265385892194,331.0936293325267
189.1763671875,189.18849609375,189.1776953125,189.14955078125,332.20908563380783,332.1093766132648,330.6150556326721,331.9001146950978
175.6152734375,175.626484375,175.616484375,175.5904296875,332.99700164393295,332.8454414499275,331.2601313650733,332.6997605652865
162.05416015625,162.064501953125,162.05529296875,162.031318359375,333.72818151148954,333.5269651397539,331.8381542774972,333.44905771427847
148.4930859375,148.502529296875,148.494130859375,148.4722265625,334.36819969429905,334.1581214231038,332.38462752042597,334.1468860747226
134.93205078125,134.94060546875,134.9330078125,134.91318359375,335.14487749527615,334.8661568110039,333.1532689006866,334.9603703204204
121.37103515625,121.378671875,121.371875,121.354140625,338.17781537610205,337.6092956162574,335.6115747391454,337.9437976886963
107.81,107.8167578125,107.81076171875,107.795107421875,361.7541798196313,361.30538505778975,360.36542764469823,361.5769677543892
94.248984375,94.25482421875,94.24962890625,94.23607421875,392.27759585533806,392.43140347244764,392.2720271698354,392.32826497546375
80.6879541015625,80.6929052734375,80.6885107421875,80.67703125,410.7749336874537,410.71788511238145,410.7807015273281,410.7803365650438
67.12693359375,67.1309814453125,67.1273876953125,67.117998046875,432.7777938533093,432.7731013017725,432.77906028043384,432.7940725995398
53.56587890625,53.569033203125,53.5662353515625,53.5589306640625,461.5910029925855,461.60987345202057,461.5963038225652,461.613816013363
40.004833984375,40.00708251953125,40.00508544921875,39.9998681640625,501.79585348180996,501.8184852229774,501.8048217249126,501.82250581403645
26.44381591796875,26.445166015625,26.44396728515625,26.44083984375,565.2400553620188,565.168611561349,565.2262622410431,565.2416542941957
12.882801513671875,12.883251953125,12.8828515625,12.88180908203125,680.4929932287662,680.283324635763,679.0835817233026,679.9559572079072
