2.03193112e-01,2.26919238e-01,2.45384146e-01,2.50460672e-01,2.47699469e-01,2.36233415e-01,2.32511623e-01,2.38814919e-01,2.63153574e-01,2.73995122e-01,2.70943551e-01,2.69260371e-01,2.64059458e-01,2.52061959e-01,2.45492809e-01,2.27841750e-01,1.00480448e-01,8.46809286e-02,6.39548268e-02,3.64382838e-02,1.03326344e-01,1.21133818e-01,1.39252067e-01,1.55836426e-01,1.68606648e-01,1.77066846e-01,1.86700166e-01,2.02386279e-01,2.18141764e-01,2.27722261e-01,2.31410206e-01,2.30006460e-01,2.24082006e-01,2.14156762e-01,2.00788041e-01,1.84731766e-01,8.38465793e-02,6.64825595e-02
2.09053141e-01,2.38943055e-01,2.57392782e-01,2.61495701e-01,2.55801544e-01,2.41039171e-01,2.34605795e-01,2.38292138e-01,2.61224636e-01,2.72894359e-01,2.71408641e-01,2.69132033e-01,2.62960560e-01,2.51236569e-01,2.44582694e-01,2.26879139e-01,9.99745905e-02,8.42962391e-02,6.37844292e-02,3.58129223e-02,1.04931939e-01,1.23122345e-01,1.41496120e-01,1.58153133e-01,1.70840264e-01,1.79260161e-01,1.88801461e-01,2.04464834e-01,2.20281494e-01,2.30276576e-01,2.34467626e-01,2.32839322e-01,2.26457446e-01,2.16326139e-01,2.02916448e-01,1.86940542e-01,8.48316966e-02,6.73424490e-02
2.12863281e-01,2.42460509e-01,2.69127771e-01,2.72759907e-01,2.64940159e-01,2.46614804e-01,2.36951293e-01,2.36492161e-01,2.57899464e-01,2.71405810e-01,2.70393410e-01,2.67371579e-01,2.60747056e-01,2.48601698e-01,2.42177592e-01,2.24880222e-01,9.90616140e-02,8.37345415e-02,6.36356365e-02,3.50742632e-02,1.06349000e-01,1.24859389e-01,1.43672123e-01,1.60518712e-01,1.73149506e-01,1.81461657e-01,1.90784202e-01,2.06269679e-01,2.22069961e-01,2.32595290e-01,2.37318655e-01,2.35504975e-01,2.28529842e-01,2.18137346e-01,2.04934465e-01,1.89344151e-01,8.60261596e-02,6.84600426e-02
2.10421392e-01,2.41256154e-01,2.67468203e-01,2.84594723e-01,2.76425656e-01,2.55984478e-01,2.43248009e-01,2.37828961e-01,2.56047536e-01,2.72566754e-01,2.72809572e-01,2.68295397e-01,2.61668867e-01,2.48554319e-01,2.42409693e-01,2.26623582e-01,9.99782302e-02,8.45022717e-02,6.40728841e-02,3.43931239e-02,1.09882351e-01,1.29109980e-01,1.48727028e-01,1.66515152e-01,1.79493040e-01,1.87683650e-01,1.96853047e-01,2.12175577e-01,2.27949323e-01,2.39284504e-01,2.44949434e-01,2.43134307e-01,2.35373836e-01,2.24624120e-01,2.12070943e-01,1.97402394e-01,8.98702390e-02,7.17645581e-02
1.94852372e-01,2.26342951e-01,2.55115241e-01,2.75640878e-01,2.92472412e-01,2.75365831e-01,2.63579918e-01,2.55500552e-01,2.67100296e-01,2.85108529e-01,2.91017367e-01,2.84754031e-01,2.77941783e-01,2.63768110e-01,2.56529626e-01,2.41775902e-01,1.07712570e-01,9.13116735e-02,6.85061145e-02,3.74698308e-02,1.20879536e-01,1.42176279e-01,1.64130395e-01,1.84131401e-01,1.99258756e-01,2.08043510e-01,2.17805075e-01,2.33776423e-01,2.49851130e-01,2.62576400e-01,2.70414704e-01,2.69270466e-01,2.60436498e-01,2.48559685e-01,2.35654016e-01,2.21355598e-01,1.01645311e-01,8.20171578e-02
1.74061331e-01,2.03723188e-01,2.31694695e-01,2.54833770e-01,2.79204000e-01,2.97436993e-01,2.90369623e-01,2.84417902e-01,2.90266778e-01,3.04470673e-01,3.18075711e-01,3.12355843e-01,3.04338305e-01,2.89719266e-01,2.79841385e-01,2.63535930e-01,1.19255665e-01,1.02052461e-01,7.55470424e-02,4.44287564e-02,1.34087177e-01,1.57651771e-01,1.82260449e-01,2.04836955e-01,2.22363767e-01,2.33651491e-01,2.44819182e-01,2.62623109e-01,2.79609797e-01,2.93414366e-01,3.03555908e-01,3.03737800e-01,2.94200792e-01,2.80504201e-01,2.65253454e-01,2.49688540e-01,1.16054243e-01,9.49264355e-02
1.60979805e-01,1.87552091e-01,2.14455934e-01,2.36907197e-01,2.63021642e-01,2.87113948e-01,3.21458387e-01,3.18107908e-01,3.17942675e-01,3.21905589e-01,3.42050690e-01,3.37914936e-01,3.27574346e-01,3.14617316e-01,3.02775361e-01,2.83569445e-01,1.29848204e-01,1.11246138e-01,8.10212924e-02,4.96865369e-02,1.43929858e-01,1.69204090e-01,1.95757571e-01,2.20206849e-01,2.39720616e-01,2.52950499e-01,2.67722485e-01,2.88050956e-01,3.06770830e-01,3.20587718e-01,3.31523075e-01,3.32574594e-01,3.22906665e-01,3.08183598e-01,2.90999760e-01,2.73764436e-01,1.27964358e-01,1.05215215e-01
1.60370495e-01,1.86864310e-01,2.11815681e-01,2.32425095e-01,2.57254380e-01,2.76266893e-01,3.06824617e-01,3.65684953e-01,3.46790341e-01,3.36641924e-01,3.58152633e-01,3.57125565e-01,3.41465941e-01,3.32854105e-01,3.19758891e-01,2.98305173e-01,1.36198022e-01,1.15596666e-01,8.43699822e-02,5.17181334e-02,1.49857127e-01,1.76333491e-01,2.04200690e-01,2.29839329e-01,2.50524725e-01,2.65269459e-01,2.81695538e-01,3.07079677e-01,3.28184977e-01,3.42886937e-01,3.52954705e-01,3.53572523e-01,3.43651743e-01,3.28800524e-01,3.11009523e-01,2.92287175e-01,1.35925868e-01,1.11207252e-01
1.72474028e-01,1.99079912e-01,2.22989610e-01,2.40117873e-01,2.57140662e-01,2.65525686e-01,2.80904570e-01,3.16198242e-01,4.11784010e-01,3.61168973e-01,3.67612537e-01,3.77501835e-01,3.59243893e-01,3.43729531e-01,3.34263093e-01,3.10741304e-01,1.38736845e-01,1.17586422e-01,8.86940990e-02,5.29865261e-02,1.54190763e-01,1.81574395e-01,2.10308514e-01,2.36692765e-01,2.57926295e-01,2.73277959e-01,2.90328233e-01,3.17020117e-01,3.46249875e-01,3.65746128e-01,3.76919963e-01,3.77083735e-01,3.66471939e-01,3.49268409e-01,3.28874578e-01,3.07590761e-01,1.41964554e-01,1.15960808e-01
1.81022170e-01,2.08340053e-01,2.32763681e-01,2.49389197e-01,2.62836452e-01,2.67025542e-01,2.73917709e-01,2.84431419e-01,3.13278198e-01,4.54742494e-01,3.94903838e-01,4.03635707e-01,3.99427113e-01,3.68913687e-01,3.58212175e-01,3.39905283e-01,1.53467363e-01,1.31231046e-01,9.63200716e-02,5.67745166e-02,1.61503783e-01,1.90130034e-01,2.20018377e-01,2.47634577e-01,2.69636164e-01,2.85479702e-01,3.02970692e-01,3.30476627e-01,3.60458747e-01,3.94528404e-01,4.16513099e-01,4.17940706e-01,4.05014474e-01,3.85090430e-01,3.62220305e-01,3.39900928e-01,1.58645785e-01,1.30945313e-01
