-5.00000000e-01,-2.41598189e-01,-2.12889135e-01,-1.64520249e-01,-1.06973641e-01,-5.60712256e-02,-2.27048490e-02,-4.33897180e-03,-1.56940980e-04,-5.25230575e-07,-8.76935538e-11,-6.31331507e-16,-6.85520329e-22,-5.59281822e-28,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-2.41598189e-01,-5.00000000e-01,-2.38592133e-01,-2.01945126e-01,-1.45332262e-01,-8.51584747e-02,-3.89018692e-02,-8.82724021e-03,-4.13906935e-04,-1.93233950e-06,-4.75695539e-10,-5.20417085e-15,-8.43393191e-21,-9.78642427e-27,-1.32467869e-32,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-2.12889135e-01,-2.38592133e-01,-5.00000000e-01,-2.35328659e-01,-1.90674216e-01,-1.27257690e-01,-6.69298694e-02,-1.85634047e-02,-1.17892283e-03,-8.11988230e-06,-3.14686965e-09,-5.61365868e-14,-1.45267585e-19,-2.54408061e-25,-4.94504801e-31,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-1.64520249e-01,-2.01945126e-01,-2.35328659e-01,-5.00000000e-01,-2.31854931e-01,-1.79466024e-01,-1.10818714e-01,-3.86280380e-02,-3.46477679e-03,-3.71635324e-05,-2.41448088e-08,-7.51614970e-13,-3.31383422e-18,-9.27349539e-24,-2.72155779e-29,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-1.06973641e-01,-1.45332262e-01,-1.90674216e-01,-2.31854931e-01,-5.00000000e-01,-2.28309885e-01,-1.68634102e-01,-7.58556947e-02,-1.00035416e-02,-1.75887326e-04,-2.03383536e-07,-1.17843339e-11,-9.41656123e-17,-4.44609125e-22,-2.06641479e-27,-1.35213618e-32,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-5.60712256e-02,-8.51584747e-02,-1.27257690e-01,-1.79466024e-01,-2.28309885e-01,-5.00000000e-01,-2.24768639e-01,-1.33768082e-01,-2.69272644e-02,-8.14458414e-04,-1.77352604e-06,-2.03214834e-10,-3.11902688e-15,-2.61456734e-20,-2.01288522e-25,-2.05139713e-30,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-2.27048490e-02,-3.89018692e-02,-6.69298694e-02,-1.10818714e-01,-1.68634102e-01,-2.24768639e-01,-5.00000000e-01,-2.01471895e-01,-6.41131997e-02,-3.48912156e-03,-1.50738479e-05,-3.61425379e-09,-1.12457542e-13,-1.75517138e-18,-2.33355674e-23,-3.84211950e-28,-5.05455481e-33,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-4.33897180e-03,-8.82724021e-03,-1.85634047e-02,-3.86280380e-02,-7.58556947e-02,-1.33768082e-01,-2.01471895e-01,-5.00000000e-01,-1.52738363e-01,-1.91870313e-02,-2.19942551e-04,-1.50926240e-07,-1.28477680e-11,-4.85974195e-16,-1.40687622e-20,-4.58717982e-25,-1.09834310e-29,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-1.56940980e-04,-4.13906935e-04,-1.17892283e-03,-3.46477679e-03,-1.00035416e-02,-2.69272644e-02,-6.41131997e-02,-1.52738363e-01,-5.00000000e-01,-1.11154795e-01,-5.56679023e-03,-1.87094247e-05,-7.28750216e-09,-1.05027011e-12,-9.85289106e-17,-9.01916300e-21,-5.33829324e-25,-1.00703031e-28,-3.56526467e-32,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
-5.25230575e-07,-1.93233950e-06,-8.11988230e-06,-3.71635324e-05,-1.75887326e-04,-8.14458414e-04,-3.48912156e-03,-1.91870313e-02,-1.11154795e-01,-5.00000000e-01,-8.29651505e-02,-2.13956856e-03,-5.85988118e-06,-4.69486094e-09,-1.98982844e-12,-6.84485578e-16,-1.29329883e-19,-6.72242840e-23,-5.72995651e-26,-9.01938090e-29,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
