pressures,wsm6,kessler,thompson,morrison
1005.651796875,0.20098673267226247,0.18709462671654478,0.1888275159577314,0.19997951102849898
991.92640625,0.1999465784584853,0.1869521034564032,0.1881687309220368,0.19917459908345267
978.201796875,0.1985909976924799,0.18589478221683867,0.18696237537272467,0.19789503746074028
950.75328125,0.19759140109652468,0.18426745103739764,0.18567008811803323,0.19674139468638993
937.02984375,0.19848152940740346,0.18416756066579704,0.18609792516815846,0.19734986900562096
909.586484375,0.21221561944334585,0.19234756366807645,0.1977885226183564,0.20929503412168735
882.168671875,0.2972563217153585,0.2927969512217539,0.2879475477439441,0.2949143259160545
854.86703125,0.510794526467694,0.5692607020191872,0.5264879573104425,0.5198412469751885
800.4196875,0.21163624046465823,0.2233320597811527,0.21678544981511905,0.20859163188831237
732.3853125,0.07019808863234518,0.05579629483771188,0.06666438995282528,0.0648723599877899
650.7878515625,-0.0020585012401230333,-0.026684770986088284,-0.016713690307474677,-0.006458166149902445
569.24015625,-0.08207362324973172,-0.13075272995263354,-0.11558068617526276,-0.09366826525722605
487.740625,-0.10243052712553292,-0.24135929258506353,-0.14952017914728208,-0.13244601667221872
406.278359375,-0.09444277078024076,-0.2732459306704329,-0.13947555157022962,-0.10587661804902881
351.998046875,-0.03432611602137692,-0.15698487013059778,-0.07520988765969149,-0.04612238383151343
297.731484375,0.03746746332036061,-0.05213958190280914,0.00010439914431888593,0.021653263624714116
243.4722265625,0.11877330209433266,0.04528177172727736,0.0830447157551625,0.09892632918307356
202.7797265625,0.16569453152216518,0.10251985865890142,0.13477926556473946,0.14766838688780362
