pressures,wsm6,kessler,thompson,morrison
1005.435859375,0.19962576155298956,0.18727956900074616,0.19668268470387268,0.1948164261064662
991.69546875,0.19880964400753648,0.18748865298755846,0.19672980380368088,0.1937165987404061
977.957734375,0.1956691324612039,0.1818774984008617,0.19173993042946377,0.18875122254986546
950.4940625,0.16226486007474342,0.13410228986131634,0.1423617651044772,0.13121899279802662
936.7715625,0.18779688490493943,0.17064487284005775,0.1754169030286637,0.1664741415368769
909.3459375,0.20816394751391887,0.18397594046509838,0.1974661088274931,0.18727916312627266
881.96765625,0.19657741880846388,0.18315641762116425,0.1891516759737924,0.18545725914855415
854.6484375,0.20171712497314137,0.1797525136744543,0.19729531562240488,0.18495317446432924
800.089375,0.11571449678892795,0.10048826636014946,0.1209224194386823,0.10547232825718471
731.98484375,0.0551541516726717,0.05589399505901185,0.06657099359562449,0.05863751582799953
650.3970703125,0.03605067311513943,0.03330960839816919,0.04336842460166237,0.0377590354652622
568.9328125,0.024129876116258917,0.016886376798103467,0.02619669802767991,0.02149203461549794
487.533828125,0.004742855021938307,0.003994753075607263,0.00660706158059973,0.006822315732470215
406.15390625,0.0002429295496435299,0.00025647164798758853,0.0009408481272824946,0.001138607137014553
351.90609375,-0.0005839856925319643,-0.0001617220761108494,0.00035785126168972134,0.00014882111253111045
297.6612109375,-0.0005632796673041085,-0.00017360349303939795,0.00030036021181000053,-7.18201490880832e-05
243.4173828125,-5.907658717458976e-05,-5.802304351030784e-05,0.00021807689690722776,-7.473758675187804e-05
202.73453125,0.00017775140203689949,3.3463858688234214e-05,0.0001715927569399863,5.550297006570092e-05
