pressures,ysu,mynn2,acm2,gbm
1007.0115625,-0.05159795608892429,-0.08416394767337247,0.08735526681992199,0.12588506711032152
993.26359375,-0.05260223600097527,-0.08702484509515082,0.0879788869405652,0.12638229624620637
979.51625,-0.05286627077341,-0.08814453828664101,0.08856753691286194,0.12631880764385695
952.02265625,-0.05124165226244207,-0.07983919682885533,0.09064701952512329,0.12822098656060063
938.278046875,-0.0546774807998515,-0.07084250883466263,0.09194800205281486,0.13455427757937868
910.80625,0.16193978785082735,0.130057734816696,0.10479154718888792,0.13839284249276118
883.37828125,0.17961265545396154,0.1761827677152921,0.12604842270119396,0.1619819203623828
855.979453125,0.18236097244688587,0.20313220239837845,0.1506267876622339,0.20250529748109894
801.24578125,0.1564169639159239,0.15325140569715842,0.15034759959549882,0.18219167605721487
732.93640625,0.17451966173633462,0.19215600685449996,0.16548998822665717,0.180771907029207
651.11234375,0.15429687820389057,0.13630997683462906,0.16032122148764985,0.2016556420852752
569.404453125,0.22436077560487444,0.19906781508295188,0.12461284210957689,0.19624439316292042
487.79828125,0.24991026793890495,0.21314216992701682,0.12161076393063805,0.22553879931817858
406.29015625,0.2788818503038675,0.23291288454652562,0.1381884400434286,0.25522078364268586
352.003125,0.3210297673342313,0.271543755377575,0.15380183347415863,0.2806213892110278
297.7377734375,0.3499199535513084,0.29821656629683524,0.16752880551474258,0.30846892430956774
243.47919921875,0.34222373391422045,0.27933962749256525,0.1961263255188765,0.310759894772564
202.7858203125,0.3363229012775453,0.27549663154241444,0.19136794712734403,0.3002882512013884
