1005.94890625,82.720184
992.18,86.36751
978.413359375,89.92159
964.65078125,90.69206
950.90359375,84.913475
937.174375,81.79731
923.457109375,78.78657
909.7521875,73.22288
896.05953125,66.11607
882.377890625,59.550972
868.70640625,54.72064
855.043359375,51.712772
841.3871875,49.82961
827.736796875,48.54707
814.091484375,47.66822
800.450625,47.04857
786.813828125,46.572468
773.180859375,46.07813
759.5515625,45.46067
745.92609375,44.669094
732.30453125,43.691353
718.68671875,42.542213
705.073125,41.24858
691.463515625,39.837147
677.858125,38.32836
664.25671875,36.736607
650.6593359375,35.070805
637.06578125,33.337307
623.47578125,31.542494
609.889296875,29.694864
596.3059375,27.8026
582.72546875,25.88928
569.147578125,23.821594
555.571875,21.661955
541.998125,19.480635
528.4258984375,17.33113
514.8549609375,15.226177
501.285,13.286106
487.715859375,11.68466
474.147265625,10.347009
460.579140625,9.215907
447.0113671875,8.291854
433.44390625,7.495714
419.87671875,6.809071
406.3096875,6.287946
392.742890625,5.9540086
379.1762109375,5.819598
365.609609375,5.921798
352.043046875,6.2954593
338.476484375,6.9614606
324.91,7.9700294
311.34349609375,9.384987
297.77703125,11.29456
284.21056640625,13.846692
270.644140625,17.214098
257.0776953125,21.461618
243.51126953125,26.471746
229.944921875,31.890541
216.37857421875,37.107857
202.812265625,41.476307
189.24599609375,44.674843
175.679765625,47.005608
162.113515625,51.945126
148.54728515625,85.60656
134.98109375,99.98652
121.41490234375,100.0
107.848701171875,100.0
94.282509765625,28.628092
80.7163232421875,8.773639
67.15013671875,5.5732336
53.58392578125,3.9342077
40.01771728515625,2.1290498
26.45154296875,0.7005357
12.8853759765625,0.019756697
