1006.74609375,58.88391
993.01734375,61.92238
979.2890625,65.64391
965.560703125,69.55591
951.8325,73.75034
938.1046875,78.16314
924.3775,82.69205
910.6515625,86.91469
896.928671875,89.41451
883.21234375,88.30278
869.5075,82.35314
855.812578125,81.1717
842.1240625,79.404144
828.4421875,77.86013
814.76609375,76.91266
801.094921875,76.03589
787.4284375,75.03446
773.7665625,73.94174
760.10921875,72.808685
746.45640625,71.661415
732.808046875,70.51296
719.164375,69.35351
705.525546875,68.10985
691.891484375,66.699005
678.261875,65.718155
664.63609375,64.95089
651.0139453125,64.308876
637.395,63.893394
623.77859375,64.67279
610.16375,66.7325
596.5512109375,65.5544
582.941953125,65.33531
569.335703125,64.61936
555.732734375,63.797756
542.1328125,62.964935
528.53578125,62.0925
514.941484375,61.236206
501.34984375,60.445473
487.760625,59.730812
474.173671875,58.967415
460.5891015625,57.96195
447.006875,56.546455
433.4270703125,54.630466
419.8496484375,52.21427
406.27453125,49.283855
392.701484375,45.808136
379.1302734375,41.835075
365.5607421875,37.545486
351.9926171875,33.16535
338.425625,28.829912
324.8595703125,24.42688
311.29416015625,19.652838
297.72927734375,14.475077
284.1648046875,9.725247
270.6005859375,6.742699
257.0364453125,6.347327
243.47236328125,8.250742
229.90830078125,11.820481
216.34423828125,17.084534
202.78017578125,24.724146
189.21611328125,34.532265
175.6520703125,37.942856
162.08802734375,44.29902
148.52400390625,70.93304
134.96001953125,100.0
121.39603515625,95.186905
107.8320703125,27.662935
94.2680859375,8.240053
80.70412109375,5.6297665
67.14015625,3.706301
53.576162109375,2.0989316
40.012177734375,0.9948358
26.44822265625,0.30608782
12.88427001953125,0.011174723
