pressures,ysu,mynn2,acm2,gbm
1005.2896875,0.20421522279665494,0.2210768292087119,0.21925895469341006,0.20632977503444308
991.541796875,0.20443011527073562,0.21714925238828203,0.2184677310564529,0.2067259046478635
977.796015625,0.19985650468631902,0.1932239566390238,0.21711092939429683,0.19497691491806848
950.317734375,0.16322522127517233,0.17329841339041224,0.1819056597290875,0.15094969145498816
936.59046875,0.1949880312661098,0.20185812108403742,0.17206158347976458,0.18734907747158674
909.17453125,0.22411789222240852,0.21766545258316367,0.19861201185602312,0.19613199189537572
881.8240625,0.2005379189400305,0.21890239157000663,0.1969672425978871,0.19391304231093567
854.517265625,0.20166846156962345,0.22671332564279215,0.21269492803393647,0.20102387341646652
799.98078125,0.12046448954257472,0.14005521457087408,0.13314863389120477,0.12352862585525988
731.90890625,0.06974285879079531,0.07828760822239655,0.06908985627279375,0.07065581299434373
650.353828125,0.04368761942192947,0.04982501554019902,0.03806745984661194,0.04540327594271244
568.9065234375,0.02601866047384621,0.033455367491113205,0.026689312975669423,0.02889970625678332
487.51875,0.011511216069979442,0.013121657020852892,0.012139577642102904,0.009131284695044546
406.1484375,0.0031842118613859866,0.0044229236636798295,0.003438670254666724,0.0021929654356204298
351.9044140625,0.0007255504284566214,0.0021569993146232334,0.0008424492032017663,0.0008263136838464493
297.66056640625,9.142179206915068e-05,0.001321627676136154,0.00032571713589236995,0.0003387198921589828
243.41666015625,-5.327930446959072e-05,0.00037071926018499105,0.00033217161942954886,9.356427972781775e-05
202.7338671875,0.0001716682269405286,0.0002469837955309994,0.00025910022566048743,0.00020707995699635658
