pressures,wsm6,kessler,thompson,morrison
1005.2896875,0.19129847779011416,0.21748994767444255,0.21415651220721402,0.21565736463184096
991.541796875,0.1913182946700626,0.21744965926576432,0.21408432679649606,0.21482502872387738
977.796015625,0.19225062564700535,0.2186085773106124,0.21557227489289416,0.21415314014861211
950.317734375,0.2454566284432098,0.2627510176658656,0.2685323824134011,0.25845875759827225
936.59046875,0.24748322107627896,0.2541419992946244,0.269804835414957,0.26445394544755624
909.17453125,0.24596842676693026,0.25484885487136627,0.26962212441054356,0.2832863280242306
881.8240625,0.2811214877251155,0.2857827293839349,0.29914694442198764,0.30398413051006745
854.517265625,0.24844373563609093,0.25131106568979383,0.2741889866064872,0.26775332458248674
799.98078125,0.06711588159781082,0.07127023648282577,0.09587692303295156,0.08484238053811867
731.90890625,0.014658887918382912,0.021170285952280016,0.04577541504473827,0.03351522188045094
650.353828125,0.07257557463547895,0.07956496169806286,0.10642754311324432,0.09450985139154801
568.9065234375,0.1484133459293539,0.14993164704494052,0.18272236927365865,0.17355046639588684
487.51875,0.21565254684379434,0.20978970190858146,0.2391553636726655,0.24038741597588548
406.1484375,0.26653194821910015,0.26389082569419997,0.27619111132169943,0.29047140902224927
351.9044140625,0.2897134958965758,0.2917962429064335,0.29513223689365153,0.31919653123956265
297.66056640625,0.2964927575560701,0.3085645780710435,0.3076240813897057,0.33875579064014993
243.41666015625,0.293041367410934,0.3101108516649125,0.30503778485485217,0.34408622030782465
202.7338671875,0.2943156310833366,0.3143522321626869,0.2988092158515743,0.34517631714027885
