0.225586,0.236786,0.247131,0.249878,0.201508,0.247559,0.276886,0.284058,0.278564,0.276947,0.280457,0.27829,0.280914,0.28595,0.271729,0.259277,0.248566,0.23172,0.214294,0.201294,0.224274,0.195679,0.194519,0.191864,0.189087,0.292725,0.309357,0.313019,0.189911,0.193176,0.194153,0.197327,0.189423,0.195465,0.196381,0.196442,0.189545,0.180786,0.154968,0.136261,0.118591,0.0896912
0.22583,0.237061,0.247467,0.250214,0.202728,0.24823,0.277313,0.284607,0.279297,0.278046,0.281677,0.279602,0.282196,0.287079,0.272827,0.260498,0.249756,0.232849,0.215332,0.202423,0.224609,0.196808,0.195618,0.193024,0.190308,0.293976,0.310669,0.314331,0.191193,0.194519,0.195526,0.19873,0.190857,0.196899,0.197845,0.197876,0.190918,0.182129,0.156342,0.137421,0.118927,0.0898132
0.225891,0.237122,0.247528,0.250275,0.202881,0.248505,0.277283,0.284668,0.279449,0.27829,0.281952,0.279938,0.282501,0.287354,0.273132,0.260834,0.250122,0.233246,0.21582,0.202881,0.224731,0.197327,0.196167,0.193573,0.190826,0.294342,0.311005,0.314697,0.191803,0.19516,0.196198,0.199402,0.191559,0.197571,0.198547,0.198547,0.19162,0.182831,0.157227,0.138245,0.119415,0.0900269
0.224426,0.235687,0.245972,0.248688,0.202576,0.247467,0.275879,0.283295,0.278229,0.277374,0.281036,0.279053,0.281647,0.286469,0.272339,0.260071,0.24939,0.232574,0.215149,0.202301,0.223816,0.196808,0.195648,0.193054,0.190277,0.29364,0.310303,0.313995,0.191223,0.19458,0.195648,0.198853,0.19101,0.197021,0.197998,0.197998,0.191071,0.182251,0.156342,0.137421,0.11908,0.0899963
0.222321,0.233673,0.243835,0.246521,0.201935,0.245941,0.273743,0.281189,0.276398,0.275848,0.27951,0.277588,0.280151,0.284912,0.270996,0.258881,0.248291,0.231628,0.214386,0.20166,0.22229,0.196167,0.195099,0.192474,0.189606,0.292511,0.309143,0.312866,0.190613,0.194,0.195129,0.198334,0.190491,0.196503,0.197479,0.197479,0.190582,0.181793,0.155853,0.136993,0.118866,0.0898743
0.220306,0.231781,0.24176,0.244415,0.201294,0.24469,0.271698,0.279236,0.274719,0.274628,0.278381,0.27652,0.279053,0.283752,0.269928,0.257935,0.247437,0.230896,0.213776,0.201202,0.220978,0.195801,0.194733,0.192108,0.18924,0.291473,0.308075,0.311798,0.190308,0.193726,0.194855,0.198059,0.190277,0.196259,0.197235,0.197235,0.190338,0.181549,0.155701,0.136841,0.118805,0.0898438
0.218506,0.22995,0.239777,0.242371,0.20105,0.244385,0.269989,0.277954,0.273865,0.274689,0.278656,0.276947,0.27948,0.283997,0.269958,0.257874,0.247253,0.230713,0.213684,0.201508,0.219849,0.196198,0.195099,0.192474,0.189606,0.291077,0.307495,0.311127,0.190704,0.194153,0.195343,0.198517,0.190735,0.196716,0.197723,0.197662,0.190765,0.181976,0.156189,0.137238,0.11908,0.0899658
0.21994,0.230957,0.240875,0.24353,0.202911,0.245605,0.272095,0.280884,0.276581,0.277191,0.281158,0.27951,0.281982,0.286255,0.272125,0.259857,0.249115,0.232483,0.215607,0.203674,0.221252,0.198639,0.197418,0.194855,0.1922,0.292023,0.308014,0.311615,0.193542,0.197052,0.198364,0.201477,0.193817,0.199738,0.200867,0.200653,0.193756,0.184967,0.159943,0.140411,0.120911,0.0909424
0.217499,0.228455,0.238281,0.240875,0.201385,0.242279,0.26886,0.278351,0.274017,0.274445,0.278259,0.276611,0.278992,0.283203,0.26947,0.257477,0.246979,0.230713,0.214294,0.202362,0.219452,0.197601,0.196594,0.194244,0.191742,0.289154,0.304871,0.308472,0.193481,0.197083,0.198517,0.201599,0.194153,0.19989,0.20108,0.200806,0.194031,0.185333,0.161316,0.141663,0.121368,0.0910034
0.213623,0.22467,0.234253,0.236755,0.19931,0.239166,0.263855,0.274414,0.270569,0.271484,0.27533,0.273712,0.276062,0.280212,0.26651,0.254639,0.244263,0.228241,0.212128,0.200409,0.216461,0.196075,0.195374,0.193329,0.191223,0.285553,0.300873,0.304443,0.193359,0.196991,0.198486,0.201508,0.194244,0.19989,0.201141,0.200775,0.194092,0.185486,0.162354,0.142609,0.121582,0.0909729
0.210449,0.221405,0.230865,0.233337,0.196869,0.236115,0.26004,0.269775,0.266693,0.268341,0.272247,0.270599,0.272858,0.276886,0.263458,0.251892,0.241791,0.226166,0.210571,0.199371,0.214386,0.195618,0.195099,0.193481,0.191833,0.281647,0.296356,0.299835,0.194366,0.198059,0.199646,0.202637,0.195526,0.20108,0.202423,0.201935,0.195312,0.186768,0.164612,0.144592,0.122437,0.0912476
0.205658,0.216522,0.225769,0.228119,0.193481,0.231689,0.254303,0.264404,0.260406,0.263214,0.267792,0.266296,0.268341,0.272186,0.259247,0.248169,0.238556,0.223572,0.208893,0.198578,0.2117,0.19574,0.195526,0.194489,0.193542,0.27652,0.290283,0.29364,0.196747,0.200592,0.202332,0.2052,0.198395,0.203766,0.205261,0.204559,0.198059,0.189545,0.168793,0.148315,0.124298,0.0921326
0.197876,0.208557,0.217407,0.219543,0.18869,0.224823,0.244781,0.255524,0.251953,0.254639,0.259949,0.259552,0.261353,0.264832,0.252686,0.242371,0.233521,0.219635,0.206329,0.197418,0.207458,0.196106,0.196381,0.196167,0.196198,0.268402,0.280701,0.283905,0.200317,0.204346,0.206329,0.209106,0.202576,0.207794,0.209503,0.208527,0.202118,0.193695,0.174622,0.153503,0.127197,0.0935974
0.181793,0.192078,0.200317,0.202148,0.17807,0.210083,0.226227,0.238342,0.23526,0.23941,0.244049,0.245087,0.248108,0.251221,0.241394,0.233398,0.226807,0.215973,0.206604,0.201477,0.204315,0.203583,0.204895,0.206512,0.208771,0.255646,0.264679,0.267578,0.215363,0.220032,0.222687,0.22525,0.219452,0.224243,0.226624,0.224823,0.218567,0.210022,0.194946,0.171417,0.138306,0.100067
0.118103,0.126862,0.131866,0.131927,0.150177,0.157349,0.151825,0.172272,0.173035,0.187439,0.194855,0.200775,0.207214,0.212097,0.211731,0.212494,0.212799,0.211151,0.2099,0.209961,0.205536,0.212036,0.213623,0.21524,0.217682,0.209442,0.211273,0.212952,0.225586,0.230682,0.233765,0.236298,0.230591,0.235291,0.237946,0.235901,0.229523,0.220886,0.207397,0.18277,0.147461,0.107178
0.125061,0.134247,0.139648,0.13974,0.1539,0.160797,0.160126,0.178955,0.179596,0.191254,0.197632,0.202057,0.207489,0.215332,0.218475,0.21875,0.219299,0.217804,0.216736,0.217133,0.212769,0.218933,0.219604,0.220276,0.222168,0.226013,0.229218,0.23111,0.229279,0.234467,0.237488,0.240021,0.233826,0.238861,0.241608,0.239532,0.232788,0.223907,0.21048,0.185547,0.15033,0.1091
0.135895,0.145416,0.151215,0.151093,0.15686,0.165955,0.170624,0.190704,0.185638,0.193359,0.19809,0.199524,0.203522,0.210724,0.214996,0.221832,0.223907,0.223297,0.223419,0.225098,0.223297,0.227112,0.22644,0.225677,0.226562,0.252563,0.257904,0.259735,0.232269,0.237549,0.240387,0.242798,0.236633,0.241791,0.244476,0.242279,0.235443,0.226715,0.215332,0.189667,0.15271,0.110352
0.133087,0.14325,0.148743,0.148102,0.153198,0.1586,0.165466,0.185211,0.176483,0.181335,0.184845,0.185577,0.189789,0.196167,0.196869,0.205566,0.216949,0.218872,0.221649,0.225769,0.229675,0.22995,0.228577,0.226501,0.226624,0.271454,0.278473,0.279724,0.230988,0.236145,0.238953,0.24118,0.235931,0.240662,0.243256,0.240845,0.234406,0.226318,0.218964,0.19223,0.152069,0.109467
0.128387,0.139618,0.144409,0.143158,0.148071,0.151215,0.155334,0.176056,0.164185,0.167389,0.16864,0.167816,0.170624,0.176727,0.177521,0.184387,0.198608,0.213531,0.220581,0.229004,0.245087,0.23822,0.236298,0.232819,0.231842,0.297119,0.305542,0.305634,0.235138,0.240021,0.242706,0.244781,0.240387,0.24472,0.247162,0.24469,0.238525,0.230927,0.225403,0.197693,0.155365,0.111725
0.131287,0.142822,0.147491,0.145935,0.142181,0.152374,0.162231,0.175537,0.16391,0.162048,0.161224,0.158142,0.159027,0.163239,0.163086,0.168091,0.180542,0.197327,0.219879,0.233826,0.263306,0.252228,0.25061,0.247162,0.246094,0.338806,0.348907,0.347137,0.245758,0.249695,0.251526,0.25354,0.249084,0.253693,0.255798,0.253571,0.247284,0.239594,0.230103,0.201782,0.160706,0.116638
0.150421,0.160278,0.166779,0.165588,0.139496,0.158508,0.182404,0.190308,0.17511,0.165497,0.163727,0.158997,0.158936,0.164032,0.158966,0.159515,0.168793,0.180939,0.204102,0.237976,0.272034,0.268158,0.268158,0.265625,0.264832,0.407715,0.421204,0.416687,0.258148,0.260468,0.260742,0.262756,0.257385,0.262848,0.264496,0.262909,0.256042,0.247864,0.229919,0.20163,0.164886,0.121368
0.180969,0.187988,0.197418,0.197113,0.138916,0.173798,0.213806,0.215637,0.19632,0.180023,0.178192,0.171509,0.170959,0.176117,0.164307,0.159698,0.164429,0.170197,0.186035,0.221161,0.304443,0.283478,0.287598,0.288391,0.288971,0.515808,0.535614,0.526489,0.272278,0.271851,0.269775,0.271942,0.265015,0.271973,0.272858,0.2724,0.264526,0.255524,0.232849,0.2034,0.169159,0.126068
0.223206,0.22702,0.240204,0.241302,0.140778,0.200195,0.266663,0.251862,0.22934,0.206055,0.204681,0.195465,0.195251,0.201202,0.181152,0.170471,0.169373,0.166107,0.171814,0.200714,0.325287,0.296082,0.307343,0.315155,0.320251,0.67276,0.701691,0.68631,0.289001,0.284149,0.278809,0.281311,0.272522,0.281616,0.281403,0.282471,0.273224,0.263214,0.230042,0.199982,0.172485,0.131195
0.300262,0.297638,0.318054,0.321899,0.145508,0.243347,0.352997,0.320526,0.287567,0.246735,0.245636,0.233429,0.234894,0.245087,0.216278,0.197571,0.189178,0.173981,0.165619,0.186188,0.35022,0.279755,0.326477,0.346436,0.361176,0.863556,0.904358,0.882721,0.311462,0.299683,0.289856,0.292999,0.282288,0.29422,0.292419,0.295502,0.284485,0.273407,0.22168,0.19162,0.175964,0.138397
0.384979,0.37851,0.405029,0.411591,0.151489,0.304108,0.446014,0.404572,0.363342,0.307007,0.306671,0.290619,0.294556,0.309753,0.269806,0.241364,0.224579,0.19574,0.169586,0.179596,0.398712,0.262939,0.311462,0.379028,0.411713,1.04282,1.09848,1.07401,0.348846,0.327179,0.310791,0.314423,0.30069,0.316742,0.313202,0.318848,0.305298,0.292236,0.220276,0.190125,0.185944,0.149872
0.371368,0.369232,0.392975,0.399658,0.14389,0.30838,0.432373,0.419037,0.377899,0.320679,0.320923,0.304199,0.308838,0.324554,0.282013,0.249237,0.227112,0.190125,0.152008,0.155609,0.381836,0.218445,0.255829,0.319733,0.404694,1.04926,1.11765,1.09726,0.355804,0.325806,0.305756,0.309448,0.296631,0.313568,0.309509,0.31601,0.302216,0.289429,0.215363,0.185883,0.183289,0.147888
