pressures,ysu,mynn2,acm2,gbm
1005.63546875,0.12887346473042557,0.19984463818517698,0.10402675078821386,0.1345982089119327
991.896796875,0.13003714919082646,0.20594240816372353,0.10396497229003918,0.13531887508807103
978.1596875,0.12987978645519244,0.23272291060653566,0.1035549147652645,0.13510002533953083
950.68984375,0.1317929515553649,0.21484593004129,0.11796455050845411,0.14156356345982243
936.96203125,0.13978581454831396,0.21718733938090085,0.13164919364831032,0.1527152390465179
909.563125,0.15907714706675768,0.16749993443334385,0.18441154531447362,0.15233071759507397
882.2190625,0.19157691442334393,0.12186900858205854,0.20148745890030798,0.19280639922336845
854.904921875,0.2040214253635921,0.22972613106270953,0.19968848069196207,0.20687373957553803
800.338046875,0.10267641751202454,0.14606163944033485,0.09831626645837697,0.10871488170439358
732.22578125,0.07081945046751831,0.12118880645434321,0.06469855162533794,0.079421481614379
650.6185546875,0.10946255120542438,0.15906626713404032,0.09791065654009101,0.12151691732138811
569.1101171875,0.1638229560368852,0.2196968996856661,0.14163795442670657,0.18058689852341023
487.663671875,0.2014055433562309,0.29631278496903957,0.16636131606722077,0.2310252513623591
406.2525,0.23884817681485612,0.3798742987814065,0.20007099613534968,0.2744411889586551
351.988828125,0.2417953842148791,0.4050725439395801,0.2081328805438073,0.29744936621348295
297.72927734375,0.22970129422651206,0.4071589642718668,0.19488527041512158,0.29903821139239384
243.4715625,0.21501481954486412,0.3972721185285814,0.16744178640034313,0.2836145557661428
202.77923828125,0.17832584249788852,0.35262308368014483,0.14006270588860958,0.2567951940813381
