pressures,wsm6,kessler,thompson,morrison
1005.1884375,0.1853693898500885,0.21055517381299937,0.2044377193626994,0.21218539403702888
991.4259375,0.18551084520947894,0.2105274169308995,0.20370042430375718,0.21223177303708698
977.66734375,0.18701970237631024,0.21370452721898686,0.20382201267520228,0.21460206299766552
950.171875,0.20716923245837007,0.2381246254025501,0.24092432002276049,0.26224448797321465
936.43796875,0.19819467576815464,0.2253128889878575,0.23598412276529554,0.24027409549244663
908.982734375,0.22274503925347247,0.24916301606418956,0.25501036109560765,0.23288131117938732
881.590625,0.2714528346702458,0.29347874407527796,0.2996086851362288,0.26868981252282387
854.294375,0.24014404845849602,0.26410404636187895,0.2703423716526496,0.23057063580160336
799.784140625,0.05548193540535971,0.08126239290067196,0.08690558184754595,0.03986227949900355
731.74984375,0.009273184671150772,0.03483055269035085,0.038136519859857484,-0.013499553278885067
650.238984375,0.07626015597359924,0.10435704634429814,0.1048655388603065,0.04417564665482646
568.8234375,0.1587757822846866,0.19039554649305168,0.1880195623235918,0.11690791141080464
487.451953125,0.23684342340605252,0.26339916483741044,0.2598493623461299,0.17846405774030139
406.0940625,0.31058881743493294,0.32999887779778037,0.3267887487338585,0.24028698522300418
351.857265625,0.350935029385516,0.3672076014987997,0.36625389113119583,0.275811687353132
297.620546875,0.3721847678183903,0.3843442534998372,0.38142612135617976,0.3005385373188443
243.38390625,0.37687637057150647,0.38860795381419944,0.37844870813000386,0.31729509835070335
202.7066796875,0.369654288611517,0.37890699986722826,0.36919537727925195,0.32131913658867645
